id,name,username,numberOfFollowers,numberOfFollowing,numberOfTweets,created_at,verified,description,location,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,retweet_ids,retweet_users,reply_users,quote_users,tweets_id
1867750286,Mary Cotey,cotey_mary,3438.0,4955.0,927718.0,2013-09-15T13:30:27.000Z,False,#VOTEBLUE2022,,,,,,,,,,
47129792,Sophia☮️🇺🇦☮️,Truth_Wins,774.0,1846.0,170571.0,2009-06-14T17:14:04.000Z,False,"It doesn't have to be either - or: https://t.co/2wltpBxVwC looks very promising in it's own right! https://t.co/TXUhoZsLfH
NO LISTS  #Khive❤️ #diversity #democracy",,,,,,,,,,
1250488384746897410,a.city.zen,a_citizn,9.0,46.0,1375.0,2020-04-15T18:17:34.000Z,False,Trying to help.,,,,,,,,,,
2910484010,Quinn Ishmael,QuinnIshmael,1284.0,3795.0,71116.0,2014-11-26T02:29:23.000Z,False,Introvert.  Archiving the descent.,,,,,,,,,,
21703259,Sheryl Kahn,sherylkahn,10007.0,9810.0,59726.0,2009-02-23T22:44:11.000Z,False,"Multimedia Journalist; also likes hiking, wildlife, nature, travel, music, movies, optimistic attitudes.",South Florida,16.0,62.0,2.0,6.0,1635754213962838016;1635772115860291584;1635747634299150337;1635308376505688066;1635663780817555457;1635450591647502336;1634339208868380676;1635461374376591362;1635460812625117186;1635430580081795072;1634948363002216448;1635439380054646784;1635248606042259457;1635428138581721088;1635332300367089664;1635132972499357697;1635328024060243968;1635370408068395010;1635427449939869696;1635436046233083904;1635431071050235904;1635177763585007617;1635120787928776704;1635122318182694912;1635077218903773188;1635088035531612160;1635068986420514816;1635053126125486080;1635046182497181696;1635077706156064769;1635077782660333570;1635067443923279873;1635043439187484674;1635064480798498816;1635035557305917441;1635069054112395265;1635044619858890752;1635053765563912193;1635055585795219457;1633618638505902084;1634992660955168768;1634958450156249089;1634615763410534407;1634939064142163968;1634957346140217345;1634947359082700800;1634931221414412288;1634932257877000193;1634948937189830657;1634949877380837377;1634926647462993920;1634724670049067009;1634916388224782338;1634913425645248512;1634901851555483648;1634280629004128269;1634920683435184128;1634921189847056385;1634870197612953600;1634720238473302016;1634781262413176833;1632504749063905280,18993395;1210099238794932226;25531732;1156284567394738176;1424033022;274649460;15606755;17469289;22018221;807095;1491262110306689026;7698032;334385278;2467791;1247612029;2883841;613088225;1298372735383605249;331003396;132339474;14173315;1468824518;17525171;286998245;286998245;24374481;1522400770259185665;1247612029;263129271;14173315;17469289;14780915;1277792298177376257;16664681;2557521;2883841;10222282;833612154;5392522;800707492346925056;25531732;2467791;33395719;1346945682;417619814;25531732;803694179079458816;25531732;2570791232;30900072;224371725;506429053;1506317499561914370;759251;754849696968011776;133938408;17487795;17446621;1078526935792259073;36771809;202416362;1342186523186360321,1235664321344090119,1424033022;25531732;331003396;17525171;62103;365603329,1635803609538637829;1635796676437745664;1635789466605330433;1635789351568252935;1635787495781613572;1635744614417137665;1635743571536904197;1635740525373407232;1635687004519247874;1635686761027305472;1635686562007592977;1635684748528955400;1635684640072642570;1635680227610308621;1635664516414332928;1635664228412448769;1635631655065903105;1635463425844297733;1635462042185265154;1635461178011930625;1635460775329366016;1635453850638327812;1635453535050518528;1635453042421125124;1635451835552083968;1635450271080800257;1635445142634020865;1635440053080948736;1635439760083697664;1635439647135260673;1635439517132898306;1635439159077732353;1635438996879802370;1635436396671369227;1635433581538312194;1635433442102988800;1635228754346917888;1635228359373512704;1635228115399245824;1635228080318074880;1635092918573858816;1635084576099037184;1635081916176277504;1635080342582480896;1635080081981992960;1635079623112527873;1635079234485104642;1635078910772912128;1635078192083128320;1635077755464450048;1635071845614624769;1635070305059373058;1635070154060218371;1635069750203273216;1635057430127349760;1635056933173600258;1635056796992929794;1635056589412646914;1635047648125419520;1635046505055948800;1635005817530486784;1634996216231776256;1634974525610938368;1634972993716891648;1634959492436856832;1634958672240738306;1634958065090064384;1634957992427941889;1634957939508400128;1634957698537226240;1634955628954423299;1634955485052018692;1634952695068127234;1634951159751544834;1634951026892767233;1634937756425273344;1634928791993696258;1634928746502189058;1634928609885290499;1634925923106693121;1634925225287757824;1634921957090295809;1634921199955488768;1634873474949824513;1634873161362599936;1634872868919218178
2279566128,Paige Garland 😃 🕯📖🦘🌳🇦🇺🌏🕊,garland_paige,1233.0,1142.0,195121.0,2014-01-06T20:36:05.000Z,False,"Yuggera country. She/her. Strategic planner. Governance. Human rights. Sustainability. Democracy. Fighting bad guys and gals, the world over. Interesting reads","Brisbane, Australia ",,,,,,,,,
16148602,Alan W. Silberberg,IdeaGov,28306.0,5899.0,228732.0,2008-09-05T19:59:57.000Z,False,"Dad. Founder @Digijaks | https://t.co/yWxmRrOdtd 
Subject Matter Expert - Ceos/Govs/Celebs | Cyber + Reputation | Former Legacy Blue Check.

Author: Bots Against Us",USA ,,,,,,,,,
1327498365077172226,Mary,MRBCaldas,114.0,423.0,47661.0,2020-11-14T06:28:00.000Z,False,Business Human Angel,"London, England",,,,,,,,,
753261688791699456,T Flaherty,chiefster16,1530.0,5002.0,255088.0,2016-07-13T16:15:56.000Z,False,The reality is we have a sharp partisan divide in this country. And that divide is largely over reality. ~ Dan Rather.  #EnemyWithin,,,,,,,,,,
4808850153,Lic. Perse,Perse_Walker,25.0,396.0,35715.0,2016-01-15T00:05:42.000Z,False,"""Neo-Liberal en lo económico, reaccionario en lo otro""|#animeright
|Memes, monas chinas, dibujos, algunos hilos, retweets e ideas extrañas, locas o peregrinas",La casa Usher,,,,,,,,,
1468810363311300609,Deanna Hodson,deanna_hodson,1640.0,2298.0,120794.0,2021-12-09T05:13:13.000Z,True,"# 1 & 2 & Israel. Free speech! Constitutionalist. Family. Abortion minimalist. Make education great again; CRT is harmful to kids. RN X44Yrs. Auditors, not IRS.",PNW,,,,,,,,,
32232142,Naunihal Singh,naunihalpublic,6318.0,2656.0,75176.0,2009-04-17T00:59:13.000Z,False,"Author of a book on coups, Academic & Magpie: Africa/US Africa Policy/ICT/Human Rights/Civil-Military Relations. All views my own.",Narragansett land,1.0,25.0,4.0,0.0,1635769561436897280;1635163555191468034;1635622422429696000;1635392797858725888;1635690898381209600;1635303706219667460;1635663796705415172;1635388791673466881;1635440769212329985;1635428987202686978;1635304437479784449;1635385242721849345;1635380966897209347;1635339818178867200;1635303452950626307;1635294644673351682;1635290694561697792;1635279568650248192;1635027173634613248;1635234202802356224;1635234424081219584;1635038287160315906;1634852317622304771;1634219026103644161;1634945032946954242,237007475;1454143612153909256;783389702380478465;149340809;43412697;24624258;16211073;14157134;18824442;18824442;14536367;69281027;246941599;28339843;1505481949854502915;993888022331617280;16211073;191298624;14190948;872013982760042496;1444029422;28175824;149272318;1388209172009951234;752339088,1384580312735174660;32232142;1286962734,,1635786038164561921;1635723271940509696;1635697048316936202;1635696832373194779;1635696503212716063;1635679370307153924;1635667901498953729;1635667825959264265;1635644398573592576;1635644326817456129;1635643693964177409;1635617947954606083;1635446400333873152;1635394069198409728;1635386007171497985;1635381646458515456;1635377379987316736;1635367716524797953;1635367264060084224;1635365255768604674;1635365023806783493;1635293635880308738;1635290545210925059;1635275829092712450;1635238875626098689;1635237278699360258;1635062245150560256;1634999134255190016;1634949619242401795;1634947217256775680
